,Neighborhood_FID,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Land_Value,Area_Types,Area_Count,City_Name
47,48,26669,0,5234,0,0,20587,0,0,628,0,0,5817,467,15,1122,18978,134,9478,12395,2594,0,738,4904,9029,7428,2546,839,548,0,0,0,26146,163,338,2807,4471,14347,3078,559,29,7562,7305,3275,1195,3921,1115,165,137,4163,1377,16709,4171,1220,504,646,578,105,21,4012,9016,5962,4171,2848,3624,2965,15851,127,5,2433,811,4574,11354,7183,12702,5381,2328,983,3,0,0,1130,432,15,51,46,1113,601,0,0,0,0,0,0,0,0,8207,2521,1477,246,63,2474,1638,8610,25964,12418,6614,3997,2068,762,12418,8768,6,1711,1816,147,762,12418,8593,2694,1553,322,136,0,0,0,48344,3503,3960,5717,5309,7521,6773,6582,5745,3320,6554,6600,12806,9964,12453,19101,19505,4218,5445,81,0,0,0,40156,3049,3003,1556,391,22599,25739,5443,13627,29289,43608,1293,2597,670,47,43608,100,80,44,0,195,7,24,495,32,101,1519,85,1532,43608,4708,45001,3220,3,57,764.4,CommercialBuildingArea_Residential,12,Berlin
48,49,15408,0,3391,0,0,11427,0,3,460,0,0,2509,76,100,6,12577,123,3596,8817,1427,0,398,2218,4958,4665,1863,578,357,0,0,0,15202,126,64,237,1187,11017,1674,351,20,2740,4057,1553,67,1599,1185,2898,37,2506,870,10375,1485,635,644,633,285,51,12,1912,2608,6822,1485,733,629,624,12716,112,0,1997,416,2042,3134,7630,8450,3749,1661,636,0,0,0,540,315,15,34,43,709,344,0,0,0,0,0,0,0,0,5253,1817,1013,225,56,1729,1222,5484,14881,6045,4339,2798,1314,325,6045,6113,0,960,1132,116,325,6045,5411,1839,1073,265,97,0,0,0,29790,2520,2801,3093,3136,4221,3939,4684,3866,1493,4730,3698,7367,6215,7787,11131,13322,2367,2913,24,0,0,7,23525,2286,2030,1496,321,14127,15647,4731,8399,16658,27117,748,1193,571,47,27117,23,25,36,30,94,3,21,339,7,180,474,34,1122,27117,2649,26441,3256,6,56,657.0,CommercialBuildingArea_Residential,13,Berlin
49,50,24787,0,8750,16,0,14916,69,0,789,0,0,3768,196,6,3,20636,133,5196,11056,5279,0,1100,3063,6589,6334,3742,1933,1477,0,0,0,24213,358,191,645,2181,14911,4359,975,15,4023,10902,1280,1999,3686,737,256,236,9437,2699,8282,4163,3972,1549,1306,1535,95,48,3625,4312,3750,4163,2202,789,1173,19371,151,0,6910,1852,4084,5261,6428,14240,6053,2728,1360,0,0,0,808,518,15,61,31,1018,494,0,0,0,0,0,0,0,0,8564,3243,1863,283,57,2813,2159,9291,23738,8922,7049,5028,2156,468,8922,10231,0,1649,1765,177,468,8922,8659,3357,1992,328,137,0,0,0,48755,3874,4912,4402,4636,7915,6904,7605,6199,2326,7791,5402,12550,10460,12624,18080,22133,3903,4617,72,0,0,0,42676,2655,1501,1245,302,23041,25722,6296,15093,27373,46272,764,976,419,10,46272,26,51,30,6,75,3,21,319,4,61,420,24,882,46272,2383,45949,2675,0,16,723.8,CommercialBuildingArea_Residential,10,Berlin
50,51,81909,0,2719,0,0,75676,26,4,3231,0,0,10527,1246,676,586,68464,658,37209,36945,5270,0,4622,21787,31673,16400,5462,1043,187,0,0,0,80190,410,1269,48709,11409,13144,5092,609,0,13226,29369,5256,4641,16275,8292,145,262,5490,2969,56816,16226,9,6,87,27,12,39,1822,20182,42903,16226,29201,19391,1344,27617,2349,3,266,159,2300,25984,52649,28948,7137,7087,1976,27,0,0,4183,1787,9,543,312,3914,1406,0,0,0,0,0,0,0,0,15583,6088,3972,1940,1277,1902,2753,24258,78635,43316,11463,11020,6480,6363,43316,16241,33,6083,5387,1040,6363,43316,19539,7456,4344,2131,1712,0,0,0,145157,15621,13130,30035,27346,22103,16140,10501,6934,3329,25886,32904,49454,22020,14885,84598,39946,5924,14129,394,0,28,57,99767,12383,19751,11451,1776,74436,70718,14870,23434,106852,103080,10625,21463,6878,3051,103080,1164,620,965,0,780,93,372,2910,816,161,14504,155,18527,103080,42074,129326,12381,69,3266,2874.3,CommercialBuildingArea_MixedUseArea_Residential,15,Berlin
51,52,21814,0,3183,0,0,17753,4,3,692,0,0,2108,196,96,3,19269,607,8349,9697,1416,0,636,5309,8059,4562,1636,713,232,0,0,0,21516,115,160,1605,6258,11231,1545,224,8,2445,5821,1498,838,6778,1754,1013,21,2837,1415,13677,3636,860,820,1005,189,45,76,3060,7784,3913,3636,2480,3632,1595,12909,206,13,2917,377,3876,9370,5015,9730,3788,1783,819,12,0,0,704,331,12,84,74,1045,531,0,0,0,0,0,0,0,0,6008,2132,1097,229,108,1530,1142,6968,21079,10461,4582,3142,1962,808,10461,6493,12,1195,1658,205,808,10461,6384,2282,1183,308,185,0,0,0,38987,3146,3377,5144,4395,6223,5559,4955,4054,2068,5742,5939,10611,8094,8607,16252,14878,3174,4595,73,0,0,3,31883,2467,2676,1455,318,18703,20266,3893,10128,24972,34330,1185,2431,738,135,34330,77,57,65,0,119,0,9,541,36,15,1693,31,1608,34330,4636,35960,2787,0,136,824.0,CommercialBuildingArea_Residential_SpecialUseArea,19,Berlin
52,53,19284,0,5516,0,0,13026,0,0,518,0,0,3252,318,104,10,15348,22,4920,9983,2409,0,412,3295,5118,5765,2681,936,545,0,0,0,18802,361,102,147,698,13948,2787,533,3,3785,6341,1281,1422,2556,1360,225,643,4780,3044,8920,2284,1815,1051,975,628,44,52,2032,4667,5245,2284,3282,687,1135,12764,288,3,3931,834,2379,5912,5898,10376,4550,1915,991,0,0,0,626,335,9,46,48,847,353,0,0,0,0,0,0,0,0,6345,2253,1289,258,73,2177,1409,6754,18651,7631,5229,3523,1592,552,7631,7551,0,1132,1327,169,552,7631,6543,2317,1396,338,147,0,0,0,36984,2680,3693,3885,3658,5676,5190,5617,4764,1795,5573,4677,9319,7846,9569,13551,16728,3011,3662,37,0,0,3,31509,1998,2016,989,318,17627,19349,3818,10612,22548,34071,652,1701,306,42,34071,62,45,41,3,108,0,25,255,9,22,1036,20,917,34071,2899,34493,2382,9,43,671.8,CommercialBuildingArea_Residential_SpecialUseArea,17,Berlin
53,53,19284,0,5516,0,0,13026,0,0,518,0,0,3252,318,104,10,15348,22,4920,9983,2409,0,412,3295,5118,5765,2681,936,545,0,0,0,18802,361,102,147,698,13948,2787,533,3,3785,6341,1281,1422,2556,1360,225,643,4780,3044,8920,2284,1815,1051,975,628,44,52,2032,4667,5245,2284,3282,687,1135,12764,288,3,3931,834,2379,5912,5898,10376,4550,1915,991,0,0,0,626,335,9,46,48,847,353,0,0,0,0,0,0,0,0,6345,2253,1289,258,73,2177,1409,6754,18651,7631,5229,3523,1592,552,7631,7551,0,1132,1327,169,552,7631,6543,2317,1396,338,147,0,0,0,36984,2680,3693,3885,3658,5676,5190,5617,4764,1795,5573,4677,9319,7846,9569,13551,16728,3011,3662,37,0,0,3,31509,1998,2016,989,318,17627,19349,3818,10612,22548,34071,652,1701,306,42,34071,62,45,41,3,108,0,25,255,9,22,1036,20,917,34071,2899,34493,2382,9,43,671.8,CommercialBuildingArea_Residential_SpecialUseArea,17,Berlin
54,54,18754,0,8930,0,0,9168,0,3,381,0,0,2836,47,39,7,15689,13,2982,8271,4637,0,153,1643,4594,5004,3797,1833,1084,0,0,0,18552,4,188,157,1900,8242,5010,1968,12,2987,10368,803,971,1831,593,59,23,8902,2532,4747,2236,4771,1989,820,1520,172,43,1807,3063,1901,2236,1468,905,1101,13823,267,0,7788,1970,1980,4289,2637,12042,4995,2511,1430,6,0,0,504,313,21,45,43,726,323,0,0,0,0,0,0,0,0,6867,2848,1675,269,61,2210,1845,8010,18228,5588,5701,4649,1565,445,5588,9032,6,1123,1242,146,445,5588,6902,2910,1792,363,189,0,0,0,40613,3063,4562,3997,3669,6829,5977,6064,4862,1557,6688,4969,10476,8969,9575,14718,19664,2938,3234,79,0,0,0,35689,1903,1576,849,202,19678,20915,4240,11652,24689,38147,617,1261,247,40,38147,41,33,38,0,69,14,19,190,15,15,665,6,853,38147,2431,38386,2081,0,44,552.9,CommercialBuildingArea_Residential,11,Berlin
55,55,19073,0,1414,0,0,17081,0,0,524,0,0,1814,513,3,0,16605,0,4978,12889,347,0,1160,4057,6457,5534,1471,77,32,0,0,0,19023,0,46,263,15,18064,74,379,0,2370,855,1260,0,9068,2610,1910,30,1568,442,15805,1147,26,23,118,18,0,0,1173,841,15493,1147,9133,6,4097,5110,26,0,185,25,1223,974,16435,9547,4122,1935,798,0,0,0,516,330,3,77,66,1008,524,0,0,0,0,0,0,0,0,5803,1938,1263,390,102,2109,1273,6176,18524,8525,4654,3122,1749,466,8525,6877,0,906,1547,173,466,8525,5972,2017,1315,469,169,0,0,0,35397,3151,3242,3990,3733,4650,4363,5209,5098,1945,5709,4674,8377,6660,9961,12684,15254,3471,3960,12,0,0,9,26407,3075,3702,1806,368,16401,18992,4785,7631,22977,30188,1026,3308,749,80,30188,57,47,54,3,92,3,15,555,16,69,2451,47,1558,30188,5207,30708,4540,3,114,666.6,Residential,2,Berlin
56,56,6234,0,251,0,0,5830,3,3,121,0,0,694,135,0,19,5341,53,2910,2750,286,0,306,1763,2367,1190,427,29,16,0,0,0,6134,0,97,2882,907,1367,334,423,7,858,1527,937,787,1180,468,27,3,513,113,4068,1485,13,0,0,12,0,3,76,2171,2395,1485,2900,1000,24,2049,52,0,17,18,109,2543,3483,2431,668,411,92,6,0,0,461,242,6,13,6,339,109,0,0,0,0,0,0,0,0,1535,532,282,37,13,281,134,2014,6110,3442,1137,785,499,239,3442,1188,6,728,450,40,239,3442,1671,566,305,57,33,0,0,0,10414,1103,600,1728,2353,1900,1038,688,688,304,1619,1816,4246,1393,1340,6169,2766,396,1042,43,0,0,0,8998,511,400,408,86,5112,5303,724,1368,8315,9415,337,351,265,24,9415,10,0,30,0,3,0,12,75,3,12,186,12,515,9415,994,9988,389,0,24,2849.2,CommercialBuildingArea_MixedUseArea_Residential,5,Berlin
57,57,6832,0,219,0,0,6489,0,0,99,0,0,979,50,0,0,5767,226,4315,1674,385,0,236,1772,2548,1566,484,89,32,0,0,0,6759,0,68,938,1859,3826,3,99,0,1036,564,1787,1436,1548,188,3,0,148,60,4696,1905,0,0,56,3,0,6,128,4328,356,1905,3687,1140,0,1839,22,0,56,12,177,5820,723,2765,1275,274,94,0,0,0,391,190,9,12,3,266,126,0,0,0,0,0,0,0,0,2072,481,161,22,3,774,222,1774,6721,3783,1682,609,472,184,3783,1671,0,618,422,39,184,3783,2199,492,170,36,6,0,0,0,10655,757,454,1467,1514,1721,1220,1119,1714,685,1116,1562,3239,1681,3047,4825,3683,827,1292,35,0,0,0,9920,387,124,137,42,5050,5602,424,1188,9040,10350,122,71,66,0,10350,0,3,6,0,0,0,3,26,4,6,15,0,160,10350,306,10500,127,0,0,787.1,Residential_SpecialUseArea,3,Berlin
58,58,10195,0,1223,0,0,8663,6,0,238,0,0,1178,101,35,0,8846,36,5391,3336,815,0,204,2025,3392,2950,1095,252,96,0,0,0,10133,0,54,2541,2457,4108,286,415,3,1322,2663,2625,851,2102,171,0,3,1180,148,7332,1460,619,80,260,120,3,18,691,5714,1146,1460,1582,2611,700,4944,95,0,989,158,840,6787,1383,4523,2054,540,229,6,0,0,627,280,6,15,6,392,172,0,0,0,0,0,0,0,0,3213,832,349,45,3,1267,322,2879,9946,5138,2689,1161,648,258,5138,2876,6,945,583,37,258,5138,3338,862,413,55,24,0,0,0,17072,1178,933,2605,2114,2627,1840,1584,3004,1124,1954,2813,4744,2534,5051,7499,6369,1365,1775,44,0,0,0,15752,576,297,268,79,8018,9032,761,1950,14337,16479,167,227,147,0,16479,9,3,4,0,0,0,3,34,6,3,98,3,251,16479,578,16750,298,0,0,475.9,Residential_SpecialUseArea,5,Berlin
59,59,9863,0,1902,3,0,7666,4,3,197,0,0,1392,116,238,0,8058,12,4446,3634,988,0,263,1546,3669,2802,830,339,168,0,0,0,9763,41,54,852,2950,3526,1111,739,63,1768,2362,2057,1871,909,139,223,0,1671,340,4505,3245,810,206,290,165,28,15,836,3524,618,3245,3645,2564,6,3185,164,0,1339,252,1648,5217,1346,5203,2303,751,360,0,0,0,545,299,15,24,9,399,211,0,0,0,0,0,0,0,0,3500,1109,476,50,3,1224,424,3494,9635,4199,2884,1534,757,189,4199,3459,0,935,647,37,189,4199,3601,1132,507,59,15,0,0,0,17823,1428,1117,2221,2143,2998,2266,1993,2617,1029,2348,2430,5143,3158,4773,7106,7512,1347,1824,21,0,0,0,16665,601,166,166,94,8430,9378,679,1672,15431,17458,119,98,54,3,17458,7,3,3,0,3,0,0,46,0,6,27,6,120,17458,336,17528,241,0,8,602.4,CommercialBuildingArea_Residential_SpecialUseArea,15,Berlin
60,60,5757,0,630,0,0,4928,0,0,156,0,0,1149,92,32,0,4452,33,2505,2683,268,0,85,986,2276,1633,531,81,36,0,0,0,5654,0,104,1669,1239,1957,394,262,0,1282,1470,1214,1097,320,95,0,6,918,376,2770,1650,91,309,41,18,9,0,127,2617,842,1650,1233,1022,119,3123,41,4,446,36,289,3866,1061,2759,1184,314,157,3,0,0,372,241,3,12,0,272,114,0,0,0,0,0,0,0,0,1919,565,225,16,0,616,207,1926,5590,2675,1575,721,461,135,2675,1646,3,642,401,16,135,2675,2003,585,255,22,0,0,0,0,10119,793,541,1783,1436,1419,1165,1017,1423,496,1237,1910,2858,1661,2456,4770,3585,695,1058,15,0,0,4,9175,356,135,316,65,5020,5094,312,943,8845,9553,136,104,251,19,9553,3,6,0,0,0,0,0,52,3,12,25,12,352,9553,545,9961,114,0,19,597.3,CommercialBuildingArea_Residential_SpecialUseArea,12,Berlin
61,61,12218,0,3990,0,0,7787,0,0,277,0,0,1259,148,0,0,10750,3,2746,5717,2012,0,180,1837,3300,3180,2047,849,350,0,0,0,12010,99,93,461,1433,712,3927,4234,64,1414,5737,867,2421,463,616,64,36,4333,1340,3686,2717,2592,729,398,512,30,10,838,1873,2365,2717,5047,700,130,5769,77,0,3824,597,1198,3742,2801,7926,2688,1429,837,3,0,0,613,626,34,33,34,722,279,0,0,0,0,0,0,0,0,4299,2208,1047,162,21,952,619,6213,11892,3693,3397,3199,1229,177,3693,5073,3,1439,1082,103,177,3693,4273,2278,1114,201,39,0,0,0,25886,2528,2622,3243,3167,5166,3724,2538,2062,734,4662,3769,8340,5021,4177,11143,11086,1107,2432,34,0,0,0,23984,675,442,426,117,12768,13109,1017,3196,21601,25183,242,221,111,0,25183,4,0,0,3,0,0,3,116,16,18,84,6,219,25183,637,25114,703,0,0,528.1,Residential_SpecialUseArea,14,Berlin
62,62,9298,0,1326,0,0,7603,0,3,323,0,0,2251,137,0,0,6869,37,4204,3956,571,0,251,1966,3507,2303,806,162,74,0,0,0,9158,32,107,2123,3139,2407,203,979,0,2400,2531,1209,1340,818,480,43,38,2119,253,4827,2021,406,113,445,87,31,30,1399,3439,1231,2021,2201,1455,123,5096,116,3,1015,170,1733,4926,1430,4156,1763,492,206,6,0,0,547,320,22,12,6,433,159,0,0,0,0,0,0,0,0,2873,862,336,18,3,910,326,2892,8968,4569,2330,1133,684,225,4569,2496,6,927,603,46,225,4569,2988,905,375,24,12,0,0,0,15251,1138,833,2346,2102,2542,1914,1584,1914,831,1825,2524,4649,2653,3612,6955,5482,1004,1775,38,0,0,0,14336,406,172,206,64,7498,7756,522,1511,13200,14834,118,119,125,0,14834,6,0,0,0,0,0,0,42,3,37,3,15,202,14834,410,15116,108,0,0,753.1,CommercialBuildingArea_Residential,10,Berlin
63,63,4902,0,2925,0,0,1796,0,0,56,0,0,418,0,0,0,4468,4,604,1564,1451,0,20,155,1023,1235,1299,641,210,0,0,0,4815,19,58,363,1595,397,403,1302,72,422,3487,651,3,73,26,0,0,3425,431,864,97,2501,319,235,547,30,43,885,159,45,97,88,805,24,3451,305,0,3099,688,939,166,64,3454,1538,513,399,0,0,0,190,119,0,0,12,111,33,0,0,0,0,0,0,0,0,2074,866,364,15,0,592,380,2396,4809,1239,1802,1306,283,49,1239,2589,0,449,211,15,49,1239,2011,887,418,66,3,0,0,0,10712,760,870,985,1096,2190,1685,1425,1177,453,1492,1165,3263,2363,2455,3722,5483,632,805,30,0,0,0,10193,186,42,65,24,5228,5485,357,1221,9090,10563,29,22,24,0,10563,0,3,0,0,0,0,0,6,3,3,6,0,45,10563,88,10609,74,0,0,482.5,CommercialBuildingArea_Residential,7,Berlin
64,64,11206,0,364,0,0,10417,6,0,355,0,0,1436,121,0,16,9594,72,5662,4452,596,0,305,1765,5182,3058,608,91,30,0,0,0,10988,105,107,3916,3045,2772,222,834,23,1581,2540,735,0,1364,1070,3237,115,790,89,9629,632,160,10,43,9,0,24,948,6220,3069,632,704,1730,88,8284,95,18,216,41,1038,6464,3369,4500,1359,517,123,0,0,0,890,468,9,42,6,690,218,0,0,0,0,0,0,0,0,3046,973,361,60,12,640,245,3593,10844,5976,2265,1201,1033,340,5976,2048,0,1388,920,73,340,5976,3259,1021,406,90,15,0,0,0,18183,1743,1163,3863,2919,2887,1973,1296,1577,713,2679,4101,5822,2602,2975,10245,4797,950,2119,39,0,0,0,16767,557,346,325,134,8955,9216,813,1715,15651,17383,271,263,215,9,17383,28,0,12,0,0,0,9,125,3,32,27,12,401,17383,797,17801,357,0,9,1125.8,CommercialBuildingArea_Residential_SpecialUseArea,7,Berlin
65,65,33749,0,4738,0,0,27789,0,13,883,0,0,3497,591,0,11,29450,307,12785,15122,2888,0,609,3832,10967,12009,4011,984,493,0,0,0,33306,93,327,3741,6466,10210,6630,4393,30,4166,8478,7989,18,3210,1090,7121,41,9165,1114,21981,1241,2631,542,715,724,90,60,4009,14527,8930,1241,5794,6490,374,19342,722,37,3966,979,4144,15236,9306,17392,7860,1850,1090,3,0,0,1831,1235,38,60,66,1560,783,0,0,0,0,0,0,0,0,12051,3492,1401,130,30,4200,1631,11481,32755,14591,9874,4635,2775,637,14591,11004,3,3391,2480,177,637,14591,12278,3655,1568,204,61,0,0,0,59645,4611,3510,7599,6659,9027,8211,7433,8842,3632,7539,8253,15701,11472,16670,24120,24232,4591,6600,107,0,0,0,56335,1644,453,581,211,28280,31336,1916,5816,51869,58644,347,179,261,0,58644,3,6,6,0,3,0,0,151,6,30,19,21,413,58644,934,58892,633,0,0,763.7,CommercialBuildingArea_MixedUseArea_Residential_SpecialUseArea,35,Berlin
66,66,9484,0,1353,0,0,7884,3,0,177,0,0,1222,77,60,0,8073,22,3342,4390,932,0,55,691,3072,3862,1129,297,115,0,0,0,9290,0,188,2129,1691,4038,146,778,20,1382,2588,2226,0,173,67,2551,34,2024,574,6430,379,454,148,123,275,81,75,2498,4792,520,379,1015,2322,11,5770,50,0,842,485,2600,4974,561,5223,2395,689,280,0,0,0,511,382,12,13,15,410,197,0,0,0,0,0,0,0,0,3557,1037,487,40,0,1495,417,3260,9280,3818,2939,1484,773,181,3818,3439,0,960,677,44,181,3818,3629,1076,512,59,15,0,0,0,17636,1427,1044,1485,1990,2966,2105,2080,3173,1319,2319,1655,4967,2976,5738,6529,7590,1577,1926,27,0,0,0,16685,521,100,84,98,8082,9528,694,2419,14512,17352,103,55,33,0,17352,0,0,0,0,0,0,0,29,0,3,3,3,103,17352,258,17498,85,0,0,770.5,CommercialBuildingArea_MixedUseArea_Residential_SpecialUseArea,12,Berlin
67,67,4220,0,2732,0,0,1203,9,21,106,0,0,454,5,0,0,3762,3,363,1093,1169,0,3,190,762,1076,894,484,311,0,0,0,4078,83,48,464,1238,316,382,995,27,464,3441,0,7,22,30,120,9,3436,381,239,83,2183,253,58,655,34,18,609,215,78,83,88,516,13,3209,62,0,2567,772,629,221,113,2914,1274,385,234,0,0,0,96,100,12,0,3,68,45,0,0,0,0,0,0,0,0,1720,625,285,12,0,505,341,1876,4054,1053,1480,1024,235,12,1053,2119,0,378,191,6,12,1053,1620,688,325,15,6,0,0,0,9240,730,665,636,835,1770,1485,1267,1164,524,1349,761,2678,2082,2423,3207,4657,573,695,21,0,0,0,8687,212,47,57,32,4482,4724,341,1476,7379,9081,52,27,6,0,9081,3,0,3,0,0,0,0,18,0,0,3,0,38,9081,129,9148,49,0,0,471.5,Residential_SpecialUseArea,7,Berlin
68,68,3001,0,646,0,0,2277,0,3,34,0,0,631,24,0,0,2337,56,1104,1086,324,0,75,397,741,1005,459,110,72,0,0,0,2961,0,36,593,446,973,221,499,3,657,1196,737,6,163,24,74,3,1890,217,729,138,405,84,21,97,18,6,426,1401,371,138,150,1048,0,1653,25,0,519,149,445,1437,446,1655,831,182,68,0,0,0,135,100,0,0,0,119,40,0,0,0,0,0,0,0,0,1192,295,111,12,0,459,144,1014,2943,1212,1000,422,200,38,1212,1152,0,261,178,15,38,1212,1195,306,144,15,0,0,0,0,5450,372,307,509,620,932,734,657,976,298,632,568,1564,1035,1646,1986,2522,379,533,6,0,0,0,5154,148,19,24,18,2632,2815,181,597,4656,5358,33,9,9,0,5358,0,0,0,0,0,0,0,3,0,3,0,3,42,5358,76,5406,25,0,0,796.7,Residential_SpecialUseArea,8,Berlin
69,69,2911,0,2069,0,0,695,0,3,32,0,0,168,15,0,0,2724,0,198,868,867,0,3,107,571,805,629,366,145,0,0,0,2883,0,19,59,453,278,453,1089,21,183,2528,0,0,41,11,0,69,2259,244,335,16,1791,167,56,321,36,0,409,41,38,16,71,290,15,2245,45,3,2076,386,414,41,38,2167,942,303,257,0,0,0,129,55,0,6,0,54,36,0,0,0,0,0,0,0,0,1323,526,195,9,0,336,225,1514,2860,593,1141,810,153,12,593,1602,0,280,115,12,12,593,1274,536,228,24,6,0,0,0,6536,445,516,554,626,1342,1111,913,714,156,901,660,1960,1585,1428,2172,3485,308,502,9,0,0,0,6242,85,24,27,9,3249,3252,154,581,5738,6463,27,15,9,0,6463,0,0,3,0,0,0,0,3,3,6,0,0,15,6463,57,6480,33,0,0,433.9,CommercialBuildingArea_Residential_SpecialUseArea,3,Berlin
70,70,1892,0,1225,0,0,531,0,6,33,0,0,199,3,0,0,1688,3,82,496,550,0,6,48,333,491,396,245,143,0,0,0,1844,0,29,145,558,124,219,441,6,204,1579,0,0,12,35,0,0,1532,212,81,29,1018,169,6,244,28,3,301,60,18,29,74,235,6,1423,30,0,1228,301,304,69,18,1326,610,149,121,0,0,0,76,30,3,0,3,34,12,0,0,0,0,0,0,0,0,833,310,108,3,0,238,170,848,1825,437,729,427,103,19,437,990,0,149,81,6,19,437,804,316,135,0,3,0,0,0,4045,259,326,284,357,767,680,599,497,143,574,319,1143,982,1002,1348,2120,208,313,6,0,0,0,3799,75,18,25,9,1967,2048,127,580,3281,3978,15,6,9,0,3978,0,0,0,0,0,0,0,9,0,3,0,0,13,3978,54,4002,25,0,0,469.8,Residential,7,Berlin
71,71,58018,0,2141,3,0,53258,83,0,2406,0,0,2214,78,982,181,54382,2202,20381,31316,2162,0,742,9155,14643,19950,10147,2560,228,0,0,0,53268,4578,114,38,404,3626,49020,2881,18,3498,2410,21986,0,10773,2137,15369,16,3555,768,45034,8447,1069,216,98,261,9,17,563,12001,35002,8447,34108,358,1608,21114,27,0,1400,334,596,13539,41917,28724,12523,3265,2408,0,3,0,2330,2113,75,167,178,3604,1473,0,0,0,0,0,0,0,0,18792,6367,2544,624,197,3770,2397,22508,55492,25635,14920,8085,5672,1050,25635,18266,3,4688,5123,446,1050,25635,19382,6553,2702,731,241,0,0,0,102047,9497,7083,16126,12147,12634,19581,13312,8263,3387,15088,17650,24777,27148,17378,44171,40275,5491,11969,94,0,3,3,89029,2548,4110,5318,806,50036,51998,3355,8286,90400,97258,769,1580,2215,26,97258,15,9,6,214,0,0,3,329,55,669,142,154,2632,97258,4753,95450,6525,3,31,582.9,CommercialBuildingArea_MixedUseArea_Residential,19,Berlin
