,Neighborhood_FID,Distance_University,Park_1,Park_2,Distance_Oper,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Area_Types,Area_Count,City_Name,Bare vegetation,Built-up,Cropland,Grassland,Herbaceous wetland,Permanent water bodies,Shrubland,Tree Cover,Number_ways,Length_ways,Distance_station,Distance_monuments,Distance_POI
285,9,5522264.690885765,6077414.649486074,6080385.358134462,6078487.657998346,2609,0,980,13,0,1495,32,0,34,0,0,769,7,3,0,1830,24,535,1292,465,0,71,261,670,806,387,232,130,0,0,0,2575,0,32,26,51,2041,286,70,0,779,1372,178,3,189,4,0,0,776,435,1206,178,195,135,200,158,89,97,791,707,64,178,109,260,17,2076,46,0,547,332,905,727,92,1444,571,361,145,0,0,0,95,45,3,0,6,97,52,0,0,0,0,0,0,0,0,819,358,208,27,0,235,186,1020,2474,977,676,557,204,38,977,1078,0,150,178,9,38,977,820,357,205,49,9,0,0,0,5078,407,492,577,625,833,810,606,502,228,797,676,1457,1126,1028,1905,2378,328,474,6,0,0,0,3924,415,332,281,114,2506,2567,1999,1083,1998,4451,269,278,67,0,4451,3,51,75,3,12,0,6,22,9,3,208,7,150,4451,628,4470,606,0,0,AgriculturalArea_CommercialArea_CoreArea_Farmland_ForestryArea_GreenArea_Residential_SpecialUseArea,19,Köln,22,28280,2,34819,2,0,1.0,40039,165,36602.466478752365,14190.590201982992,6079387.579518416,6078708.605879184
286,10,5539010.493370252,6094384.950661315,6097355.779583379,6095458.054993667,2927,0,795,9,0,2063,10,0,30,0,0,547,18,92,3,2260,57,1087,1249,378,0,144,486,1046,675,310,148,71,0,0,0,2790,0,135,101,1117,1338,107,142,0,665,1063,613,174,271,0,0,0,164,97,2560,91,3,10,448,18,6,82,470,1368,413,91,307,814,181,1409,47,87,469,112,543,1384,413,1431,538,323,117,0,0,0,141,34,0,9,15,136,81,0,0,0,0,0,0,0,0,884,280,199,40,10,244,164,1024,2865,1336,680,494,260,86,1336,973,0,191,224,34,86,1336,921,297,218,49,20,0,0,0,5477,491,513,695,821,960,699,565,510,229,903,793,1782,966,1032,2469,2151,361,481,9,0,0,0,4515,304,396,176,82,2641,2836,2102,852,2519,4670,212,495,85,6,4670,18,22,48,3,6,0,0,9,3,0,371,6,266,4670,808,5013,454,3,6,Residential_SpecialUseArea,10,Köln,148,1634,3,1410,0,0,0.0,1884,2,141.7888232581193,3558.8210807674936,6096358.025120196,6095678.943485886
287,11,5542305.879338933,6097580.431243243,6100551.18367769,6098653.474622953,4269,0,1204,18,0,2863,23,0,89,0,0,613,11,0,0,3620,52,1094,1997,785,0,266,643,1377,802,420,385,257,0,0,0,4169,8,85,68,580,1670,367,1150,22,628,1662,339,982,197,86,86,24,330,386,3427,82,62,86,795,25,70,123,993,1345,627,82,991,375,802,1714,54,145,987,245,1017,1378,630,2535,681,898,217,0,0,0,141,86,3,6,0,264,87,0,0,0,0,0,0,0,0,1116,625,537,171,34,242,231,2039,4107,1421,835,1259,428,101,1421,1840,0,249,371,27,101,1421,1167,613,529,200,94,0,0,0,10364,1195,1350,1325,1690,2020,1135,703,624,274,2298,1592,3710,1503,1254,4892,4283,446,729,18,0,0,0,7616,491,984,570,649,5153,5214,3704,1286,5376,8293,513,1199,295,30,8293,50,51,229,3,10,13,0,40,12,25,935,33,572,8293,2056,8957,1342,15,34,CommercialArea_CoreArea_Farmland_Residential_SpecialUseArea,18,Köln,2172,32685,1825,8091,1,6650,142.0,16542,232,13565.412165236878,6031.103723003406,6099553.413825409,6098874.400909747
288,12,5542320.880893085,6097413.216105795,6100383.841519908,6098486.158413152,3846,0,1507,13,0,2204,13,0,47,0,0,354,0,0,0,3496,24,798,1530,976,0,187,480,966,832,576,408,326,0,0,0,3798,10,30,4,734,2094,192,441,59,355,2207,266,557,125,167,0,6,533,1259,1881,132,197,473,449,164,322,238,688,892,263,132,41,249,721,2481,147,51,1197,728,693,961,264,2313,899,607,216,0,0,0,152,20,0,12,9,108,80,0,0,0,0,0,0,0,0,1287,528,365,54,15,361,340,1599,3722,1300,1091,940,260,74,1300,1775,0,223,214,30,74,1300,1278,529,402,86,38,0,0,0,8210,733,858,858,995,1421,1171,896,882,403,1393,1051,2415,1698,1667,3196,3915,557,517,13,0,0,0,6942,366,443,291,91,4019,4192,3696,1368,3143,7186,301,527,156,0,7186,5,18,97,0,12,9,6,28,13,26,396,21,298,7186,1009,7611,579,6,0,CommercialArea_Farmland_Residential_SpecialUseArea,20,Köln,298,17797,433,3777,0,5231,0.0,8886,49,5823.836100341662,5999.902605837452,6099386.046299454,6098707.147266747
289,13,5537836.439732177,6093168.39851028,6096139.200407031,6094241.481297875,19661,0,4226,61,0,14766,215,0,330,0,0,7343,252,6,12,11987,846,7354,8832,2054,0,1323,3832,6968,5105,1460,457,384,0,0,0,18943,70,636,3993,1994,9370,1366,1820,361,7656,9208,771,443,637,183,35,99,1072,617,17182,718,26,0,542,35,18,269,4897,9555,3470,718,730,6824,658,10553,357,126,614,368,5082,9765,3766,8139,2605,1898,559,3,0,0,1400,394,0,40,42,671,321,0,0,0,0,0,0,0,0,4930,1759,1104,225,37,819,818,6482,19012,10039,4053,2895,1183,828,10039,5064,6,1816,1009,131,828,10039,5442,1850,1138,285,142,0,0,0,34048,3174,2193,5061,7065,6426,3987,2795,2244,1123,4873,5539,13496,5496,4643,18201,11418,1637,2638,172,0,0,0,27625,2191,2519,1220,460,16359,17687,11813,5672,16568,28460,2108,2810,641,0,28460,123,368,594,0,112,30,46,168,40,58,2133,40,1604,28460,5593,31603,2377,45,0,CommercialArea_CoreArea_Residential_SpecialUseArea,20,Köln,109,14476,737,1508,0,5889,0.0,7093,107,5259.779568798404,2328.5561274155616,6095141.440497605,6094462.383154085
290,14,5532438.395205754,6088055.011077533,6091026.021825664,6089128.260583648,10533,0,2452,126,0,7530,142,0,196,0,0,2571,32,51,12,7830,153,3026,5236,1301,0,421,1790,3244,2946,1142,437,389,0,0,0,10034,299,193,554,843,6045,1233,1241,55,2697,4791,482,1128,810,80,0,3,1878,1136,7183,270,251,171,815,224,183,260,3534,2895,1871,270,177,1366,1378,7139,144,9,1314,654,3651,2950,1935,5634,1879,1449,481,3,0,0,488,199,3,39,34,592,208,0,0,0,0,0,0,0,0,3101,1295,894,210,38,715,530,4389,10014,4001,2402,2212,1003,340,4001,3839,3,771,845,114,340,4001,3265,1349,938,264,82,0,0,0,20865,2150,2263,2837,3003,3461,2883,1814,1676,794,3934,3300,6461,3864,3308,9175,8704,1136,1807,33,0,0,0,16245,1258,1818,1085,413,10150,10715,8258,3285,9318,17475,929,1908,504,0,17475,35,64,243,3,63,15,12,155,34,51,1412,68,1000,17475,3390,18401,2412,33,0,CommercialArea_Farmland_OtherSpecialArea_Residential_SpecialUseArea,37,Köln,370,15258,171,4364,0,9082,1.0,11868,76,6694.169297046162,6602.466533402533,6090028.304286448,6089349.058869267
291,15,5539904.532675251,6095222.151843677,6098192.939359223,6096295.223170626,6851,0,1331,28,0,5215,16,0,185,0,0,1531,127,3,14,5140,93,1983,3675,567,0,353,971,2330,1925,749,223,94,0,0,0,6765,0,70,132,277,5384,249,377,121,1693,1964,20,996,1336,272,125,0,665,792,4882,454,12,33,459,12,34,91,1574,3196,883,454,239,1542,781,3914,89,21,564,143,1850,3311,914,3824,1157,1142,399,0,0,0,328,87,0,15,27,362,166,0,0,0,0,0,0,0,0,1911,853,724,245,63,518,426,2859,6585,2499,1504,1656,653,265,2499,2708,0,437,566,86,265,2499,2063,853,725,277,116,0,0,0,14907,1639,1759,2071,2283,2390,1593,1279,1331,509,3003,2469,4684,2264,2462,6691,6202,837,1131,47,0,0,0,11006,834,2019,779,243,7230,7678,4999,1877,8034,11116,827,2511,436,0,11116,47,60,350,0,25,6,9,55,7,27,2140,10,914,11116,3795,12994,1877,24,0,CommercialArea_Farmland_Residential_SpecialUseArea,19,Köln,309,12960,722,5076,0,6498,9.0,11876,124,10148.86014395758,3901.353362209148,6097195.176554983,6096516.132133963
292,16,5531071.268327038,6086559.391608583,6089530.316311128,6087632.572364176,4593,0,1619,16,0,2717,66,0,117,0,0,900,28,18,0,3624,63,902,2076,1057,0,152,635,1156,1124,659,422,335,0,0,0,4404,139,47,148,598,2020,412,672,373,952,2361,39,296,577,24,0,90,990,626,2800,125,167,204,755,132,107,130,1099,1006,803,125,1154,518,237,2452,47,3,1179,374,1174,1044,804,2686,918,815,239,0,0,0,210,81,3,3,6,181,77,0,0,0,0,0,0,0,0,1354,611,505,138,24,367,272,2016,4347,1584,1140,1188,339,60,1584,1998,0,329,284,18,60,1584,1345,614,499,154,56,0,0,0,9810,1144,1068,1221,1471,1603,1142,934,855,323,1989,1443,3079,1620,1659,4157,4431,526,658,24,0,0,0,7416,523,859,662,297,4766,5028,3704,1641,4453,8274,348,841,297,11,8274,47,30,119,0,38,0,7,40,9,81,454,53,529,8274,1529,8439,1327,17,11,CommercialArea_Farmland_Residential_SpecialUseArea,20,Köln,859,13066,981,1879,0,51,0.0,21224,64,6877.866352968567,6427.075199845425,6088532.581239791,6087853.413401693
293,17,5530467.340031238,6085779.692129897,6088750.496145781,6086852.776604771,5167,0,1322,49,0,3355,192,0,165,0,0,1553,11,0,3,3579,92,1585,2220,705,0,380,1075,1501,1111,463,262,241,0,0,0,5003,91,65,67,397,2562,608,784,306,1575,1919,0,1144,243,88,6,3,1222,893,2434,581,343,130,209,252,98,186,1052,1356,921,581,249,620,1061,2990,51,7,721,534,1078,1365,1452,2806,846,843,290,0,0,0,145,61,0,6,21,267,124,0,0,0,0,0,0,0,0,1313,711,486,171,78,307,368,2087,4708,1792,1014,1285,500,90,1792,2021,0,266,430,40,90,1792,1319,726,482,217,113,0,0,0,10765,1288,1270,1450,1410,1659,1324,1113,798,442,2315,1713,3062,1942,1739,4715,4614,607,817,22,0,0,0,6956,700,1651,1170,259,5208,5560,3386,1340,6045,7783,429,1774,750,3,7783,79,15,172,15,32,9,9,72,0,82,1205,130,1051,7783,2980,8782,1923,35,3,CommercialArea_ForestryArea_Residential_SpecialUseArea,21,Köln,259,10037,638,3551,0,339,9.0,22619,59,3827.747214500192,6086.610611890774,6087752.73666572,6087073.677412926
294,18,5534670.8653329,6090566.950325477,6093538.149204799,6091640.350457193,5469,0,1650,14,0,3510,40,4,191,0,0,951,0,0,0,4502,43,1203,2626,967,0,146,635,1740,1442,678,370,324,0,0,0,5308,13,136,321,456,2785,786,739,36,958,2834,274,862,152,93,0,27,1303,1027,2905,212,202,218,523,211,274,229,2103,1037,442,212,91,924,838,3258,133,13,984,700,2183,1070,509,3204,1084,880,272,0,0,0,214,64,3,12,9,331,112,0,0,0,0,0,0,0,0,1724,717,523,153,33,484,313,2380,5185,1811,1346,1301,546,126,1811,2279,0,326,484,42,126,1811,1767,724,540,181,63,0,0,0,11572,1263,1392,1284,1423,1997,1508,1071,1061,558,2393,1554,3423,2070,2134,4795,5103,751,922,18,0,0,0,9306,628,903,491,176,5634,5945,4898,1926,4737,9982,384,949,197,3,9982,9,26,101,0,9,3,3,70,14,30,800,16,374,9982,1583,10164,1362,27,3,AgriculturalArea_CommercialArea_Farmland_ForestryArea_GreenArea_IndustrialArea_MixedUseArea_Residential_SpecialUseArea,44,Köln,192,45997,0,4894,0,1749,4.0,55602,93,10539.019801744278,9107.37654391699,6092540.47037891,6091861.0548664825
295,19,5544517.182681201,6099680.161185417,6102650.831178677,6100753.1389443735,4926,0,1334,8,0,3371,9,0,164,0,0,869,21,17,0,3988,151,1079,2643,655,0,433,703,1431,1286,563,238,183,0,0,0,4764,139,17,95,126,4033,313,177,0,912,1500,95,1027,776,192,0,138,1101,688,2349,751,114,89,498,78,54,97,827,959,1420,751,2536,92,82,1855,56,0,745,219,844,1134,1936,2741,1056,667,273,0,0,0,152,63,3,3,12,259,137,0,0,0,0,0,0,0,0,1505,604,426,140,45,521,335,1892,4721,1847,1234,1021,473,117,1847,1991,0,251,408,31,117,1847,1542,611,447,150,72,0,0,0,10105,1034,1061,1147,1087,1571,1305,1011,1272,610,1883,1361,2660,1795,2409,4009,4393,860,825,27,0,0,0,7843,506,1016,530,193,4733,5363,4135,1524,4446,8265,342,1229,245,0,8265,18,24,132,0,13,3,13,22,0,45,953,72,448,8265,1832,8953,1127,15,0,CommercialArea_Farmland_ForestryArea_GreenArea_Residential_SpecialUseArea,20,Köln,1666,11177,9296,10060,0,9239,0.0,7963,84,15280.122796371328,8104.399004289364,6101653.044834334,6100974.105867519
296,20,5531779.574015346,6087073.182870721,6090043.971051699,6088146.254725973,5441,0,622,8,0,4462,45,0,247,0,0,734,65,0,5,4620,57,1561,3338,241,0,337,1287,2200,1142,251,88,78,0,0,0,5356,0,81,162,275,3387,454,667,251,812,1281,124,2838,131,8,0,3,264,607,4323,230,42,27,202,23,18,41,1303,2851,670,230,60,762,2831,1544,50,13,289,87,1393,2958,698,3090,899,965,315,0,0,0,195,105,0,15,6,352,174,0,0,0,0,0,0,0,0,1504,707,573,222,67,356,353,2386,5099,1917,1095,1404,593,76,1917,2175,0,321,530,46,76,1917,1510,698,600,237,108,0,0,0,11745,1526,1422,1644,1735,1597,1402,1025,947,441,2671,1926,3329,1978,1839,5201,4905,740,889,15,0,0,0,7842,930,1926,780,255,5619,6127,3799,1374,6572,8135,686,2442,467,7,8135,53,28,332,6,30,6,3,130,19,35,1911,52,948,8135,3607,9667,2028,31,7,ForestryArea_Residential_SpecialUseArea,12,Köln,52,2974,47,549,0,0,0.0,7630,103,3631.33024310298,4765.520035433344,6089046.208384232,6088367.163359937
297,21,5526685.683938611,6082186.087724672,6085157.030284609,6083259.282739992,5510,0,2544,36,0,2642,61,0,115,0,0,1382,6,0,0,4119,31,781,2046,1774,0,89,483,1258,1390,859,599,676,0,0,0,5258,91,151,313,728,2626,917,379,69,1400,3775,49,14,125,6,0,0,2400,1286,1663,130,873,403,417,472,284,187,1933,629,177,130,128,689,15,4386,84,3,1804,927,1986,634,208,3172,1289,727,263,0,0,0,303,43,9,0,0,118,91,0,0,0,0,0,0,0,0,1903,647,403,42,9,564,444,2120,5188,1905,1624,1165,317,83,1905,2346,0,425,276,6,83,1905,1858,674,453,75,37,0,0,0,10870,881,1016,1106,1230,1938,1549,1346,1227,571,1697,1329,3173,2199,2487,4041,5200,738,848,21,0,0,0,9525,483,329,242,160,5211,5649,5041,2020,3789,10096,289,323,103,0,10096,23,32,77,0,12,3,3,34,0,19,172,9,242,10096,752,10249,577,10,0,CommercialArea_Farmland_ForestryArea_Residential_SpecialUseArea,29,Köln,442,31474,9169,12041,4,21633,36.0,54342,31,7992.022238659435,10357.486576683956,6084159.298844557,6083480.114914133
298,22,5536099.022589017,6091123.878873201,6094094.470527417,6092196.79434716,23145,0,3422,77,0,18813,316,33,415,0,0,9358,163,81,22,13466,2289,8787,9364,2171,0,3185,4779,7725,4960,1765,393,202,0,0,0,21621,232,1282,5515,1779,12122,1789,1120,173,9666,10101,449,379,1384,241,72,142,860,635,20479,1092,0,0,28,9,3,66,3409,9896,8558,1092,4736,6392,334,10770,433,155,44,115,3550,10167,9223,7174,2193,1286,394,59,0,0,1862,309,3,25,39,565,226,0,0,0,0,0,0,0,0,4851,1413,751,105,8,643,639,5918,22281,13898,4132,2076,970,1214,13898,3887,59,2231,822,89,1214,13898,5607,1599,833,189,58,0,0,0,35291,2208,1709,8493,8209,5822,3667,2400,1888,887,3483,8917,14034,4950,3892,22522,8945,1148,2400,284,0,3,0,28780,2454,1465,1931,619,17476,17806,12290,6621,16379,30437,2286,1482,1087,0,30437,46,183,691,0,59,51,65,150,25,42,993,24,2229,30437,4853,33172,2044,44,0,CommercialArea_CoreArea_GreenArea_MixedUseArea_OtherSpecialArea_Residential_SpecialUseArea,30,Köln,74,8425,5688,2961,0,0,0.0,11558,238,13952.724624258304,2174.8965667804773,6093096.668605562,6092417.799788429
299,23,5541899.816534505,6096838.340787536,6099808.859625944,6097911.198434718,4278,0,1345,30,0,2240,435,0,154,0,0,1142,13,0,0,3107,160,891,1523,1054,0,249,589,1210,834,456,310,493,0,0,0,3601,566,109,248,503,2061,798,306,49,1164,2105,60,394,36,53,264,88,1662,612,1336,630,551,134,192,316,104,149,1253,510,407,630,374,416,292,2897,29,113,926,587,1337,537,908,1900,749,498,172,3,0,0,180,21,0,6,3,68,38,0,0,0,0,0,0,0,0,1067,380,290,45,21,280,281,1319,3600,1452,943,764,157,232,1452,1459,3,228,131,9,232,1452,1237,403,306,52,39,0,0,0,7842,615,708,1184,863,1294,1006,866,706,537,1187,1343,2172,1459,1684,3505,3304,522,467,13,0,0,0,6363,440,278,469,221,3787,4050,3167,1433,3251,6843,345,292,314,3,6843,21,24,78,0,7,0,3,26,3,10,164,10,517,6843,996,7326,491,6,3,CommercialArea_CoreArea_Farmland_Residential_SpecialUseArea,30,Köln,237,22545,35,4812,0,48,0.0,23674,108,8668.46474388181,6267.78932926629,6098811.043298282,6098132.239596504
300,24,5536573.672616027,6091745.317089466,6094716.010122241,6092818.313177446,12681,0,1451,259,0,10134,485,15,279,0,0,4220,105,18,14,8293,1184,5459,4625,929,0,2159,3218,3947,2363,645,115,100,0,0,0,10227,351,2094,1659,904,7866,953,742,103,4388,6007,130,276,504,598,22,242,567,308,10681,1010,0,0,116,10,0,226,3402,4541,3228,1010,3386,2030,18,6575,366,55,222,330,3724,4829,3534,3156,1081,476,127,39,0,0,857,65,6,15,3,153,109,0,0,0,0,0,0,0,0,2301,491,244,41,9,334,329,2467,11626,7749,2003,776,362,704,7749,1764,39,970,300,45,704,7749,2769,598,305,56,47,0,0,0,17277,746,646,3987,3905,2739,1863,1339,1149,857,1197,4202,6648,2556,2666,10404,4335,895,1451,168,0,6,0,12840,1666,976,1370,401,8930,8340,6299,2621,8350,13700,1579,1064,897,3,13700,23,107,374,0,56,31,36,123,41,66,606,29,1850,13700,3576,16159,1045,51,3,CoreArea_MixedUseArea_Residential_SpecialUseArea,44,Köln,246,9477,349,1637,0,1750,0.0,11128,392,16704.82344666142,303.1901274032928,6093718.228379674,6093039.268753977
301,25,5528951.891118266,6084511.01255299,6087481.990937812,6085584.236189743,4794,0,2070,21,0,2483,41,0,88,0,0,1358,146,0,0,3267,27,842,2002,1282,0,181,520,1069,1254,682,398,553,0,0,0,4646,56,78,102,838,2388,565,519,44,1523,2910,12,172,29,8,0,11,1276,1317,1772,383,481,483,341,217,199,182,1426,742,315,383,108,560,176,3726,33,0,1372,601,1488,767,577,2623,1057,673,227,3,0,0,221,37,0,0,3,143,48,0,0,0,0,0,0,0,0,1503,548,411,65,6,465,291,1847,4567,1849,1311,1001,302,50,1849,1980,3,308,241,9,50,1849,1489,577,433,84,25,0,0,0,9552,832,913,876,1069,1626,1419,1125,1014,675,1552,1064,2691,2009,2237,3608,4383,763,785,30,0,0,0,8298,437,293,258,153,4426,5121,4357,2000,3189,8860,246,258,109,0,8860,9,9,65,3,12,3,9,45,3,9,155,24,216,8860,678,8907,631,6,0,CommercialArea_Farmland_ForestryArea_GreenArea_Residential_SpecialUseArea,32,Köln,754,14983,3928,10425,0,11001,0.0,33931,32,5359.292332533811,8661.032930248357,6086484.266792784,6085805.050568398
302,26,5539182.664517318,6094759.53184544,6097730.500770451,6095832.74792559,9748,0,2115,20,0,7250,85,3,210,0,0,2542,226,172,15,6744,176,3457,4414,1155,0,747,2071,3277,2276,686,288,265,0,0,0,9558,35,151,529,810,5847,851,790,444,2975,3193,510,1255,1291,71,0,38,1369,1251,6114,939,136,49,594,101,57,259,2314,2810,2393,939,621,1488,1341,5734,194,53,842,421,2477,3356,2609,4735,1726,1177,398,12,0,0,483,97,0,21,25,380,205,0,0,0,0,0,0,0,0,2768,990,705,166,31,642,601,3480,9389,4328,2236,1740,742,322,4328,3317,12,624,625,93,322,4328,2932,1020,728,189,84,0,0,0,18691,1664,1756,2432,2894,3144,2320,2009,1685,734,3049,2818,6040,3393,3378,8149,7644,1132,1715,57,0,0,0,14366,1042,2095,797,357,8982,9697,6278,2590,9815,14680,843,2666,466,0,14680,42,88,275,0,26,16,12,68,16,45,2290,15,923,14680,4013,16875,1786,12,0,CommercialArea_Farmland_GreenArea_IndustrialArea_MixedUseArea_OtherSpecialArea_Residential_SpecialUseArea,27,Köln,2188,60901,1331,10555,0,2712,9.0,42943,76,6144.69928703514,5742.402460486224,6096732.774693368,6096053.567006007
303,26,5539182.664517318,6094759.53184544,6097730.500770451,6095832.74792559,9748,0,2115,20,0,7250,85,3,210,0,0,2542,226,172,15,6744,176,3457,4414,1155,0,747,2071,3277,2276,686,288,265,0,0,0,9558,35,151,529,810,5847,851,790,444,2975,3193,510,1255,1291,71,0,38,1369,1251,6114,939,136,49,594,101,57,259,2314,2810,2393,939,621,1488,1341,5734,194,53,842,421,2477,3356,2609,4735,1726,1177,398,12,0,0,483,97,0,21,25,380,205,0,0,0,0,0,0,0,0,2768,990,705,166,31,642,601,3480,9389,4328,2236,1740,742,322,4328,3317,12,624,625,93,322,4328,2932,1020,728,189,84,0,0,0,18691,1664,1756,2432,2894,3144,2320,2009,1685,734,3049,2818,6040,3393,3378,8149,7644,1132,1715,57,0,0,0,14366,1042,2095,797,357,8982,9697,6278,2590,9815,14680,843,2666,466,0,14680,42,88,275,0,26,16,12,68,16,45,2290,15,923,14680,4013,16875,1786,12,0,CommercialArea_Farmland_GreenArea_IndustrialArea_MixedUseArea_OtherSpecialArea_Residential_SpecialUseArea,27,Köln,2188,60901,1331,10555,0,2712,9.0,42943,76,6144.69928703514,5742.402460486224,6096732.774693368,6096053.567006007
304,27,5550199.448922543,6105762.144770573,6108733.080534847,6106835.334364073,1676,0,617,17,0,945,7,0,55,0,0,248,3,0,0,1421,6,207,680,453,0,21,144,355,523,268,133,158,0,0,0,1645,0,25,101,140,806,308,138,23,252,972,20,38,305,6,0,0,430,372,441,412,185,98,190,113,90,51,416,87,11,412,342,88,35,1014,86,26,507,261,451,246,209,1080,378,280,123,0,0,0,47,24,0,3,6,85,33,0,0,0,0,0,0,0,0,541,274,182,47,15,115,114,841,1570,445,449,467,158,29,445,795,0,98,132,12,29,445,542,267,190,59,26,0,0,0,3813,390,455,504,453,669,592,357,267,115,737,613,1118,811,532,1625,1778,197,198,9,0,0,0,2850,300,271,278,67,1847,1960,1855,511,1447,3259,151,238,142,11,3259,15,7,55,0,12,0,0,16,3,13,157,7,199,3259,551,3220,570,6,12,AgriculturalArea_CommercialArea_Farmland_ForestryArea_GreenArea_IndustrialArea_Residential_SpecialUseArea,24,Köln,1012,20465,63094,16333,6,0,0.0,36686,27,3452.791348812072,14764.380309146612,6107735.347704458,6107056.169913385
305,28,5537791.7123944685,6093532.660868743,6096503.74618721,6094605.970029086,3765,0,1198,0,0,2439,16,0,76,0,0,600,0,0,8,3144,22,905,1744,649,0,97,474,1239,792,507,316,219,0,0,0,3720,0,47,239,370,2742,189,89,0,609,1863,0,91,943,7,0,3,538,1100,2063,38,140,441,243,68,126,139,1913,480,157,38,57,513,972,1998,61,0,840,342,1944,481,157,2237,868,553,228,0,0,0,142,45,0,9,6,156,74,0,0,0,0,0,0,0,0,1262,521,324,75,15,396,264,1556,3646,1304,1044,882,304,82,1304,1681,0,223,263,24,82,1304,1283,534,334,110,25,0,0,0,7934,691,835,893,885,1325,1063,830,857,532,1359,1068,2199,1496,1810,2977,3692,644,592,9,0,0,0,6691,427,442,194,136,3836,4089,3753,1320,2849,6967,305,533,114,0,6967,13,26,103,0,9,0,0,40,6,6,405,3,240,6967,959,7334,594,3,0,AgriculturalArea_CommercialArea_Farmland_ForestryArea_GreenArea_IndustrialArea_Residential_SpecialUseArea,40,Köln,246,45174,18,2735,0,114,0.0,28735,30,2043.6298396124453,7209.402605198003,6095506.043928573,6094826.731171339
